date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,SMA_50,BBL_5_2.0_2.0,BBM_5_2.0_2.0,BBU_5_2.0_2.0,BBB_5_2.0_2.0,BBP_5_2.0_2.0
2024-12-13,188.94647216796875,191.84306905787375,188.7672926142497,190.13098313311997,25143500,,,,,,,,,,,
2024-12-16,195.75498962402344,198.08421748080238,191.733572884141,191.98242240358925,44934900,100.0,,,,,,,,,,
2024-12-17,194.52069091796875,200.4930793963414,194.082713332717,196.3422712265007,43504000,98.62466059001655,,,,,,,,,,
2024-12-18,187.53298950195312,196.09341894237798,186.87603832190538,194.32161160052223,34166100,90.99466045680032,,,,,,,,,,
2024-12-19,187.64248657226562,192.1416901461699,187.513095150107,190.748138909751,32265200,91.00640200427756,,,,,,182.97745922864095,190.87952575683593,198.7815922850309,8.279637637261873,0.29517768086231716
2024-12-20,190.52914428710938,192.00232914747002,184.3676279309519,184.925048408463,63462900,91.32743543674782,,,,,,183.55879913984757,191.19606018066406,198.83332122148056,7.988931397017212,0.4563380189579465
2024-12-23,193.73434448242188,194.20218282242337,189.2749498878787,191.73358450411797,25675000,91.68245830714794,,,,,,184.2215274832425,190.79193115234375,197.362334821445,6.887506855680281,0.7239141975336666
2024-12-24,195.20751953125,195.20751953125,192.88824016493578,193.94335970742864,10403300,91.84764525777503,,,,,,183.95293471350618,190.929296875,197.90565903649383,7.307796420641718,0.8066227467277812
2024-12-26,194.69989013671875,195.84459196860374,193.48550314170072,194.25194880473947,12046600,91.17569531000397,,,,,,185.9533708117553,192.36267700195313,198.77198319215097,6.6637731290595035,0.6823296520253681
2024-12-27,191.87294006347656,194.42117206113832,189.77264937982267,194.05286442098586,18891400,87.34343310667978,,,,,,189.2769102424734,193.20876770019532,197.14062515791724,4.070061110086924,0.33012766216953254
2024-12-30,190.3599395751953,191.66390866604786,188.24968525874627,188.9265638700057,14264700,85.27750023342121,,,,,,189.12656695774913,193.17492675781253,197.22328655787592,4.1913926077362085,0.15232991610909496
2024-12-31,188.4288787841797,191.07664159206533,187.64250571524292,190.20068633205602,17466900,82.59235752740048,,,,,,186.37173931441555,192.11383361816408,197.8559279219126,5.977804092089726,0.17912797674022915
2025-01-02,188.55825805664062,191.11643850843902,186.63714698089748,189.7726449747486,20370800,82.63181604479085,,,,,,185.56858714768148,190.78398132324222,195.99937549880295,5.467329216412959,0.2866198419832483
2025-01-03,190.9073944091797,192.32087307336826,189.10572628313417,190.489329030918,18596200,83.36895367533616,,,,,,187.0247121778661,190.0254821777344,193.02625217760271,3.158281684623365,0.6469476553491249
2025-01-06,195.96400451660156,197.3077979271175,192.9579134138766,193.0873048290289,29563600,84.85864047657121,,,,,,184.7191374639427,190.8436950683594,196.96825267277612,6.4184018258742235,0.9180146370531037
2025-01-07,194.5903778076172,200.07501580789895,193.70447411630906,196.2029178508013,26487200,82.69177644738001,,,,,,184.7807671197219,191.68978271484377,198.59879830996564,7.208538188391261,0.7099137751853815
2025-01-08,193.05746459960938,195.38669258245946,191.49469743094454,191.683825506133,24864800,80.22968488464853,,,,,,186.7259502808575,192.61549987792972,198.50504947500195,6.115343366244918,0.5375210968508831
2025-01-10,191.15625,195.61564455345277,189.4342154897214,193.40585949210492,26665200,77.1610972506737,,,,,,188.77561652691708,193.13509826660157,197.49458000628607,4.514437591935482,0.2730408813749514
2025-01-13,190.1309814453125,190.3001972959748,186.49778453538255,189.19532001022134,21823700,75.48441065212253,,,,,,188.18955774547715,192.97981567382817,197.7700736021792,4.964517052340285,0.2026429191155956
