date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,SMA_50,BBL_5_2.0_2.0,BBM_5_2.0_2.0,BBU_5_2.0_2.0,BBB_5_2.0_2.0,BBP_5_2.0_2.0
2025-02-26,239.31695556640625,243.91690216055417,238.0922974197643,243.26972892021308,44433600,52.72460027713947,1.587321288462931,1.5279751429365345,0.059346145526396554,237.14240264892587,,238.5740274736923,244.11205139160154,249.65007530951078,4.537280225485643,0.06707519719366153
2025-02-27,236.27023315429688,241.4078448384303,236.0312691715791,238.3710773588995,41153600,48.498282909748,1.1058042174474565,0.8371664575368479,0.26863775991060856,237.05293655395516,239.1095697021484,233.62063732733682,242.4134521484375,251.20626696953818,7.254395119720135,0.15066823769571766
2025-02-28,240.79051208496094,241.03942718971118,229.20102541549332,235.92173324374943,56833400,54.34550255018633,1.0765375469618732,0.6463198296410118,0.4302177173208615,237.27750473022468,238.9897421264648,233.1347861260546,241.67467041015627,250.21455469425794,7.0672563819851515,0.44823358866575463
2025-03-03,236.99705505371094,242.97101773746803,235.0853888180174,240.74073286620586,47184000,49.288133051000074,0.7387276283111817,0.2468079287922561,0.49191969951892556,237.39146652221686,238.73616149902338,232.15165204260202,239.8685424804688,247.58543291833556,6.434266334440341,0.3139478945646637
2025-03-04,234.9061737060547,239.02822274747484,233.6615980851158,236.6784633674393,53798100,46.70806109601336,0.2988492355004553,-0.1544563712147763,0.45330560671523157,237.79821472167976,238.39222839355463,232.91276498813238,237.65618591308595,242.39960683803952,3.9918345964605364,0.21012353209427853
2025-03-05,234.71701049804688,235.5234930679701,228.235250954078,234.39839184729655,47227600,46.471052594163176,-0.06428046475357974,-0.4140688571750491,0.34978839242146936,237.95730514526372,238.1525219726562,231.82206020779847,236.7361968994141,241.65033359102972,4.1515718812561415,0.2945532930725852
2025-03-06,234.3087921142578,236.82781201573715,232.1482106078643,233.42265485870865,45170400,45.92942144577934,-0.38061567973056754,-0.5843232577216295,0.20370757799106198,238.11239547729497,237.87003997802728,230.9536896780072,236.34390869140628,241.73412770480536,4.561335253566507,0.3112213462857861
2025-03-07,238.03256225585938,240.32256924437755,233.74125275300776,234.08974000390756,46273600,51.48434413462546,-0.3270662707132317,-0.424619078963435,0.09755280825020327,238.4163772583008,237.56854400634757,232.53463969265331,235.79231872558594,239.04999775851857,2.7631765534516,0.8438404317347248
2025-03-10,226.4928436279297,235.13518456664028,223.24699590534985,234.5178647329352,72071200,38.33938630953262,-1.2019317095149802,-1.0395876142121467,-0.16234409530283342,238.42135543823244,237.02073822021475,225.1139693073676,233.69147644042968,242.26898357349177,7.340881459361722,0.08037733453156838
2025-03-11,219.88165283203125,224.8599551431671,216.50636447278404,222.8387656202518,76137400,33.12182640777429,-2.4010588067160654,-1.7909717691305855,-0.6100870375854799,238.08233261108398,236.28242767333975,215.93319564307183,230.68657226562502,245.4399488881782,12.790841250669201,0.13381537291346227
2025-03-12,216.03842163085938,220.78772670269151,213.97741219492326,219.18471261137486,62547500,30.521490080164074,-3.6197659011213545,-2.4077430908286996,-1.212022810292655,237.30372695922847,235.45094207763663,208.34418713807946,226.95085449218755,245.55752184629563,16.397089489476755,0.20676014533793277
2025-03-13,208.7700653076172,215.89899741537764,207.51553867337546,215.01286026738592,61368300,26.313971617901753,-5.113154403707483,-3.1209052747318626,-1.9922491289756208,235.95012588500973,234.54231597900383,199.65832592323943,221.8431091308594,244.02789233847938,20.000425791484695,0.20536011776865323
2025-03-14,212.5635528564453,213.02154815111564,208.67051688888432,210.3332680009786,60107600,31.612827211411727,-5.922304173591158,-3.1440440356924295,-2.7782601378987284,234.5542098999023,233.7769909667968,203.09492003751825,216.74930725097659,230.40369446443492,12.59924415596656,0.34672492697418095
2025-03-17,213.07135009765625,214.28605714072168,209.0588394397278,212.3843419118567,48073400,32.31449088441528,-6.448254735613233,-2.9359956781716035,-3.5122590574416295,233.03084945678705,233.05722869873043,205.75803194985008,214.0650085449219,222.37198513999374,7.76117185292205,0.4401913297880751
2025-03-18,211.7670440673828,214.2163605039484,210.57225445008928,213.23066628615402,42432400,31.42268270499879,-6.890887084505749,-2.702902421651295,-4.187984662854454,231.448745727539,232.442066040039,207.21869947649677,212.4420867919922,217.66547410748765,4.917469409542944,0.43538266609036924
2025-03-19,214.3059539794922,217.81066771448715,212.82241448637808,213.29037609854922,54385400,35.173118507342366,-6.956616059059456,-2.214905116964001,-4.741710942095455,229.97367401123043,231.88742858886712,207.94542906804386,212.09559326171876,216.24575745539366,3.91348460366523,0.7662979842029083
2025-03-20,213.17091369628906,216.5462020975973,211.29906714235267,213.0613904363763,48862900,34.270771073803296,-7.019379967024463,-1.8221352199432062,-5.197244747081257,228.394058227539,231.2774688720703,211.11900571516682,212.97576293945315,214.83252016373947,1.7436324196328234,0.5525515006171375
2025-03-21,217.32281494140625,217.89033350890864,210.36314278996363,210.64192650603025,94127800,40.303732054739484,-6.657355237562911,-1.1680883923853234,-5.489266845177587,227.03597793579098,230.80604370117186,209.72709440941728,213.92761535644533,218.12813630347338,3.9270488197880975,0.9041402992363468
2025-03-24,219.7721405029297,220.5188858867363,217.63147647971348,220.04097309502072,44299500,43.592927804237476,-6.102462538774205,-0.4905565548772941,-5.611905983896911,225.72320022583006,230.37385833740228,208.78012811659815,215.2677734375,221.75541875840187,6.027511891170704,0.8471496084193698
2025-03-25,222.77902221679688,223.12750944589686,219.12495024533285,219.81195837594151,34493600,47.42288404197035,-5.3583086062662915,0.20287790210449597,-5.561186508370787,224.5637535095215,230.1181747436523,209.59612554712763,217.4701690673828,225.344212587638,7.241492986392468,0.8371109859729358
2025-03-26,220.56866455078125,224.04352508950674,219.51326687455483,222.5400680439697,34466100,45.00385615629567,-4.890543503085951,0.5365144042278693,-5.42705790731382,223.62633895874023,229.86701812744138,211.3916355608922,218.72271118164062,226.05378680238903,6.703533968779527,0.6258992175661245
2025-03-27,222.8786163330078,224.0136687326393,219.60288467242046,220.42928473771144,37094800,47.98970145828827,-4.284058525053808,0.9143995058080101,-5.1984580308618185,222.9567581176758,229.684338684082,216.04409327346022,220.66425170898435,225.28441014450848,4.187500603058508,0.7396416329575776
2025-03-28,216.9544219970703,222.8387793372666,216.73537546649092,220.7080664246457,39818600,41.731993887207075,-4.23265635510279,0.7726413406072226,-5.005297695710013,221.76495361328125,229.2918746948242,215.7001377492392,220.5905731201172,225.4810084909952,4.433947744643686,0.12823850564514605
2025-03-31,221.1660614013672,224.6409066608951,215.29165561007284,216.0682695484103,65299300,47.02103843163522,-3.80817736513913,0.9576962644567057,-4.765873629595836,220.97340393066406,229.17479858398437,216.05385007465236,220.8693572998047,225.68486452495705,4.360502773244229,0.5308071494538248
2025-04-01,222.2214813232422,222.70934527111467,217.95008904171658,218.85614379144315,36412700,48.28781136999213,-3.348017281056343,1.134285078831594,-4.482302359887937,220.33916931152345,229.0446176147461,216.1417513377422,220.75784912109376,225.37394690444532,4.182046347823823,0.6585356583462306
