date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,SMA_50,BBL_5_2.0_2.0,BBM_5_2.0_2.0,BBU_5_2.0_2.0,BBB_5_2.0_2.0,BBP_5_2.0_2.0
2024-12-13,134.20602416992188,139.55427778956917,132.4965775973186,138.89449032268433,231514900,,,,,,,,,,,
2024-12-16,131.9567413330078,134.3559487102744,130.3772572956884,134.13601958774962,237951100,0.0,,,,,,,,,,
2024-12-17,130.3472900390625,131.54689392732612,126.81844751374322,129.04771280436398,259410300,0.0,,,,,,,,,,
2024-12-18,128.86778259277344,136.6552244722092,128.23798405143236,133.8161583001621,277444500,0.0,,,,,,,,,,
2024-12-19,130.63717651367188,133.98608501684748,129.50755712091288,131.7168244915274,209719200,5.948824761321873,,,,,,127.19152985161274,131.2030029296875,135.21447600776227,6.114910464701084,0.4294739856153802
2024-12-20,134.65586853027344,135.2356803497186,128.1779956829599,129.76747112979962,306528600,17.895402869452436,,,,,,126.93917018101057,131.29297180175783,135.6467734225051,6.632192966613889,0.886202337801786
2024-12-23,139.62425231933594,139.74420813475027,135.07573952144836,136.23536324975828,176053500,29.772296393067144,,,,,,124.09909818038874,132.82647399902345,141.55384981765815,13.141018587452482,0.8894514491857833
2024-12-24,140.174072265625,141.85351466107915,138.60457919611483,139.9541431061549,105157000,30.9624709609378,,,,,,124.55978245412051,134.79183044433594,145.02387843455136,15.182000209487304,0.7630090196232429
2024-12-26,139.88417053222656,140.8038826879709,137.68489400548984,139.65425012018665,116205600,30.667354444784493,,,,,,128.55353057000414,136.99510803222657,145.436685494449,12.32391080743794,0.6711210086579829
2024-12-27,136.96511840820312,138.97446981750295,134.66588395063462,138.50462254046806,170582600,27.794626693164705,,,,,,133.4826982414485,138.2606964111328,143.03869458081712,6.911578335286879,0.36442250949885896
2024-12-30,137.4449462890625,140.22403398735426,133.97608228188028,134.78581438230358,167734700,28.97243175398169,,,,,,135.82783649209327,138.81851196289062,141.80918743368798,4.308755984355793,0.2703586217828722
2024-12-31,134.2460174560547,138.02479365615312,133.7861766339878,137.98479821279548,155659200,25.935078857797784,,,,,,132.90369706426338,137.74286499023438,142.58203291620538,7.02637908150681,0.13869330557711143
2025-01-02,138.2646942138672,138.8345148325783,134.58590691715995,135.95545329338754,198247200,35.13499634101564,,,,,,133.23183229525108,137.36098937988282,141.49014646451457,6.012124844576109,0.6094296990235429
2025-01-03,144.4226837158203,144.85253555834646,139.68423069189672,139.96413776465596,229322500,46.1692370738602,,,,,,130.75660831015216,138.26869201660156,145.78077572305097,10.865921412704832,0.9096061718491848
2025-01-06,149.38104248046875,152.11015917129038,147.77158452702758,148.5413213081193,265377400,53.08898846687396,,,,,,128.61163811106462,140.7518768310547,152.89211555104475,17.25055323356301,0.8553952211501952
2025-01-07,140.09408569335938,153.07983530547875,139.9641234037018,152.97986196669754,351782200,42.157986385392384,,,,,,129.64217259790982,141.28170471191407,152.92123682591833,16.477055026676375,0.4489833866635498
2025-01-08,140.06411743164062,143.90285624874434,137.51494945407615,142.53330977712477,227349900,42.12784261610293,,,,,,133.46254818801583,142.44532470703126,151.4281012260467,12.61224478583681,0.3674570568270337
